pid,pname,X_gcj02,Y_gcj02,X_wgs84,Y_wgs84,X_bd09,Y_bd09,city,province,comment,rankInCity,rankInChin
3,鼓浪屿,118.067623,24.445391,118.0626,24.4481,118.074,24.4517,厦门,福建省,20001~50000,1,4
22,厦门大学,118.100086,24.436851,118.0951,24.4395,118.1065,24.443,厦门,福建省,10001~20000,2,23
82,曾厝垵,118.126514,24.426797,118.1216,24.4295,118.1331,24.4326,厦门,福建省,5001~10000,3,83
93,环岛路,118.109689,24.429816,118.1047,24.4324,118.1162,24.4358,厦门,福建省,5001~10000,4,94
118,南普陀寺,118.096618,24.440803,118.0916,24.4434,118.103,24.447,厦门,福建省,1001~5000,5,119
121,三坊七巷,119.296498,26.082313,119.2917,26.0854,119.303,26.0885,福州,福建省,1001~5000,1,122
147,云水谣古镇,117.095068,24.665129,117.0901,24.6678,117.1016,24.6712,漳州,福建省,1001~5000,1,148
153,武夷山国家公园,117.956346,27.652352,117.9514,27.6557,117.9628,27.6587,南平,福建省,1001~5000,1,154
154,日光岩,118.067547,24.442328,118.0625,24.445,118.0739,24.4486,厦门,福建省,1001~5000,6,155
183,中山路步行街,118.079222,24.453869,118.0742,24.4565,118.0856,24.4602,厦门,福建省,1001~5000,7,184
235,胡里山炮台,118.106468,24.429514,118.1015,24.4321,118.1129,24.4355,厦门,福建省,1001~5000,8,236
270,菽庄花园,118.069755,24.438921,118.0648,24.4416,118.0762,24.4452,厦门,福建省,1001~5000,9,271
318,厦门园林植物园,118.109618,24.448741,118.1046,24.4513,118.116,24.4547,厦门,福建省,1001~5000,10,319
321,田螺坑土楼群,117.060735,24.584232,117.0557,24.5869,117.0672,24.5898,漳州,福建省,1001~5000,2,322
362,武夷山九曲溪,117.931435,27.638637,117.9265,27.642,117.9379,27.6446,南平,福建省,1001~5000,2,363
425,大开元寺,118.585539,24.914307,118.581,24.9173,118.5919,24.9204,泉州,福建省,1001~5000,1,426
536,厦门湾·白塘湾火山公园,118.046079,24.224936,118.0412,24.2275,118.0526,24.2308,漳州,福建省,1001~5000,3,537
550,太姥山,120.185015,27.11036,120.1806,27.1136,120.1915,27.1161,宁德,福建省,1001~5000,1,551
604,清源山,118.611006,24.942874,118.6065,24.9459,118.6175,24.9486,泉州,福建省,1001~5000,2,605
606,皓月园,118.075623,24.441906,118.0706,24.4445,118.082,24.4482,厦门,福建省,1001~5000,11,607
614,福建土楼王景区,117.006485,24.661522,117.0017,24.6643,117.0129,24.6678,龙岩,福建省,1001~5000,1,615
655,厦门海底世界,118.071297,24.445865,118.0663,24.4486,118.0777,24.4523,厦门,福建省,1001~5000,12,656
671,福州云顶,119.01277,25.761929,119.008,25.7648,119.0192,25.7679,福州,福建省,501~1000,2,672
682,怀远楼,117.094542,24.672152,117.0895,24.6749,117.101,24.6783,漳州,福建省,501~1000,4,683
695,鼓山,119.410892,26.079276,119.406,26.0823,119.4174,26.0856,福州,福建省,501~1000,3,696
723,集美学村,118.092675,24.56628,118.0877,24.569,118.0991,24.5726,厦门,福建省,501~1000,13,724
740,云水谣景区,117.095668,24.666056,117.0907,24.6688,117.1022,24.6722,漳州,福建省,501~1000,5,741
776,白城沙滩,118.102891,24.432042,118.0979,24.4346,118.1093,24.4381,厦门,福建省,501~1000,14,777
789,平潭岛,119.73637,25.613511,119.7319,25.6164,119.7429,25.6197,福州,福建省,501~1000,4,790
790,崇武古城风景区,118.933415,24.872751,118.9289,24.8758,118.9398,24.8791,泉州,福建省,501~1000,3,791
803,大金湖,117.102172,26.864964,117.097,26.8682,117.1086,26.8712,三明,福建省,501~1000,1,804
805,钢琴博物馆,118.069819,24.43828,118.0648,24.441,118.0762,24.4446,厦门,福建省,501~1000,15,806
820,天游峰,117.95237,27.649778,117.9475,27.6532,117.9589,27.6562,南平,福建省,501~1000,3,821
838,和贵楼,117.093617,24.657851,117.0886,24.6606,117.1001,24.664,漳州,福建省,501~1000,6,839
866,厦门科技馆,118.108222,24.490684,118.1032,24.4933,118.1147,24.4967,厦门,福建省,501~1000,16,867
885,永定土楼,116.974964,24.651809,116.9703,24.6547,116.9815,24.6579,龙岩,福建省,501~1000,2,886
913,风琴博物馆,118.068594,24.447126,118.0636,24.4498,118.075,24.4534,厦门,福建省,501~1000,17,914
924,连城冠豸山,116.786182,25.710917,116.7815,25.7139,116.7927,25.717,龙岩,福建省,501~1000,3,925
965,火山岛旅游休闲度假区,118.023621,24.207461,118.0187,24.2102,118.0301,24.2131,漳州,福建省,501~1000,7,966
974,东山岛,117.41166,23.691709,117.4066,23.6941,117.4182,23.6974,漳州,福建省,501~1000,8,975
1021,东山风动石景区,117.537861,23.734208,117.5331,23.7369,117.5444,23.7399,漳州,福建省,501~1000,9,1022
1029,福州国家森林公园,119.286265,26.161539,119.2815,26.1647,119.2927,26.1679,福州,福建省,501~1000,5,1030
1051,于山,119.307746,26.077875,119.3029,26.081,119.3142,26.084,福州,福建省,501~1000,6,1052
1130,罗源湾海洋世界,119.60407,26.453855,119.5996,26.4574,119.6106,26.4598,福州,福建省,501~1000,7,1131
1160,海坛古城,119.786367,25.464371,119.7819,25.4672,119.7929,25.4705,福州,福建省,501~1000,8,1161
1206,钟鼓索道,118.094161,24.452707,118.0892,24.4553,118.1006,24.4589,厦门,福建省,501~1000,18,1207
1284,厦门青少年天文科技馆,118.084756,24.481838,118.0798,24.4844,118.0912,24.4881,厦门,福建省,501~1000,19,1285
1285,白鹭洲公园,118.093374,24.473976,118.0884,24.4766,118.0998,24.4802,厦门,福建省,501~1000,20,1286
1286,五店市传统街区,118.578654,24.817626,118.5743,24.8206,118.5852,24.8238,泉州,福建省,501~1000,4,1287
1308,侠天下景区,118.546994,26.136016,118.5424,26.1393,118.5534,26.1423,三明,福建省,251~500,2,1309
1320,铁路文化公园,118.086801,24.445178,118.0818,24.4478,118.0932,24.4515,厦门,福建省,251~500,21,1321
1407,厦门大学芙蓉湖,118.098468,24.436715,118.0935,24.4393,118.1049,24.4429,厦门,福建省,251~500,22,1408
1449,大红袍景区,117.962473,27.667616,117.9575,27.6709,117.9689,27.6739,南平,福建省,251~500,4,1450
1454,白水洋风景区,119.05215,27.064212,119.0472,27.0674,119.0586,27.0705,宁德,福建省,251~500,2,1455
1458,海天堂构,118.072986,24.443094,118.068,24.4458,118.0794,24.4495,厦门,福建省,251~500,23,1459
1493,寨下大峡谷,117.075856,26.901996,117.0707,26.9052,117.0824,26.9078,三明,福建省,251~500,3,1494
1519,鼓浪屿名人蜡像馆,118.0752,24.444457,118.0702,24.4472,118.0816,24.4509,厦门,福建省,251~500,24,1520
1539,嘉庚公园,118.10548,24.565687,118.1005,24.5684,118.1119,24.5718,厦门,福建省,251~500,25,1540
1586,万国建筑博览,118.068698,24.446885,118.0637,24.4496,118.0751,24.4532,厦门,福建省,251~500,26,1587
1642,厦门园林博览苑,118.073127,24.572778,118.0681,24.5755,118.0795,24.5792,厦门,福建省,251~500,27,1643
1680,贝壳梦幻世界,118.063845,24.441248,118.0588,24.4439,118.0702,24.4475,厦门,福建省,251~500,28,1681
1755,北岐滩涂,120.06778,26.876093,120.0633,26.8793,120.0744,26.8818,宁德,福建省,251~500,3,1756
1793,大嵛山岛,120.347468,26.943366,120.3432,26.9466,120.3539,26.9497,宁德,福建省,251~500,4,1794
1802,安平桥,118.459176,24.710817,118.4544,24.7135,118.4656,24.717,泉州,福建省,251~500,5,1803
1896,桃源洞,117.429508,26.010877,117.4243,26.0138,117.4361,26.0165,三明,福建省,251~500,4,1897
1902,台湾民俗村,118.138465,24.434369,118.1336,24.4371,118.1451,24.4401,厦门,福建省,251~500,29,1903
1950,一线天,117.942233,27.625826,117.9373,27.6292,117.9487,27.632,南平,福建省,251~500,5,1951
2005,中山公园,118.089986,24.459168,118.085,24.4618,118.0964,24.4655,厦门,福建省,251~500,30,2006
2034,海湾公园,118.076292,24.473054,118.0713,24.4758,118.0827,24.4795,厦门,福建省,251~500,31,2035
2058,五缘湾湿地公园,118.17657,24.518038,118.1718,24.5207,118.1831,24.5241,厦门,福建省,251~500,32,2059
2106,上清溪,117.200868,26.983246,117.1958,26.9865,117.2074,26.989,三明,福建省,251~500,5,2107
2134,南溪土楼群,116.982899,24.589832,116.9782,24.5927,116.9893,24.596,龙岩,福建省,251~500,4,2135
2147,沙坡尾避风坞,118.088176,24.437677,118.0832,24.4403,118.0946,24.444,厦门,福建省,251~500,33,2148
2158,琴园,118.064243,24.441977,118.0592,24.4447,118.0706,24.4483,厦门,福建省,251~500,34,2159
2204,马銮湾,117.500768,23.723779,117.4959,23.7264,117.5073,23.73,漳州,福建省,251~500,10,2205
2214,西街,118.585474,24.913107,118.581,24.9161,118.5919,24.9192,泉州,福建省,251~500,6,2215
2222,乌山,119.295496,26.075258,119.2907,26.0784,119.302,26.0815,福州,福建省,251~500,9,2223
2226,洛阳桥,118.681325,24.952391,118.6767,24.9553,118.6877,24.9588,泉州,福建省,251~500,7,2227
2249,虎啸岩,117.948997,27.637301,117.9441,27.6407,117.9555,27.6436,南平,福建省,251~500,6,2250
2265,郑成功纪念馆,118.066905,24.442745,118.0619,24.4454,118.0733,24.449,厦门,福建省,251~500,35,2266
2273,椰风寨,118.169566,24.44758,118.1648,24.4503,118.1761,24.4536,厦门,福建省,251~500,36,2274
2283,五老峰,118.097632,24.446229,118.0926,24.4488,118.104,24.4524,厦门,福建省,251~500,37,2284
2297,林则徐纪念馆,119.29726,26.078375,119.2925,26.0815,119.3038,26.0846,福州,福建省,251~500,10,2298
2300,帷幕开啦红地毯蜡像艺术馆,118.072755,24.44552,118.0678,24.4482,118.0792,24.4519,厦门,福建省,251~500,38,2301
2310,石竹山风景区,119.297251,25.71416,119.2925,25.7171,119.3037,25.7204,福州,福建省,251~500,11,2311
2312,尚书第,117.177566,26.898424,117.1725,26.9017,117.1842,26.9041,三明,福建省,251~500,6,2313
2358,毓园,118.07324,24.440689,118.0682,24.4434,118.0796,24.4471,厦门,福建省,251~500,39,2359
2363,牛郎岗海滨景区,120.279009,27.056008,120.2748,27.0593,120.2856,27.0619,宁德,福建省,251~500,5,2364
2426,下梅古民居,118.046214,27.667732,118.041,27.6708,118.0527,27.6736,南平,福建省,101~250,7,2427
2463,洪坑土楼民俗文化村,116.978352,24.660101,116.9737,24.663,116.9849,24.6662,龙岩,福建省,101~250,5,2464
2480,西禅寺,119.276137,26.071512,119.2713,26.0746,119.2825,26.0778,福州,福建省,101~250,12,2481
2484,玉华洞,117.497374,26.663874,117.4923,26.6673,117.5039,26.6702,三明,福建省,101~250,7,2485
2564,培田古民居,116.639339,25.635509,116.6348,25.6385,116.6457,25.6418,龙岩,福建省,101~250,6,2565
2579,珍珠湾,118.111908,24.428472,118.1069,24.4311,118.1184,24.4344,厦门,福建省,101~250,40,2580
2610,鳌园,118.106854,24.565725,118.1019,24.5684,118.1133,24.5718,厦门,福建省,101~250,41,2611
2644,南后街,119.296654,26.083432,119.2919,26.0865,119.3032,26.0896,福州,福建省,101~250,13,2645
2754,港仔后海滨浴场,118.068099,24.439707,118.0631,24.4424,118.0745,24.446,厦门,福建省,101~250,42,2755
2780,十里蓝山,117.939435,24.659285,117.9347,24.6623,117.9458,24.6655,漳州,福建省,101~250,11,2781
2797,温泉公园,119.312537,26.097405,119.3077,26.1005,119.319,26.1034,福州,福建省,101~250,14,2798
2807,塔下村,117.050882,24.616869,117.0459,24.6196,117.0574,24.6226,漳州,福建省,101~250,12,2808
2872,石门湖,116.790044,25.696249,116.7853,25.6992,116.7965,25.7023,龙岩,福建省,101~250,7,2873
2927,天后宫,118.588759,24.895233,118.5844,24.8982,118.5954,24.9012,泉州,福建省,101~250,8,2928
2977,五一广场,119.308049,26.075425,119.3032,26.0785,119.3145,26.0814,福州,福建省,101~250,15,2978
3011,云洞岩,117.764925,24.511361,117.76,24.5142,117.7715,24.5171,漳州,福建省,101~250,13,3012
3015,九龙潭,117.185474,26.984729,117.1804,26.988,117.1921,26.9904,三明,福建省,101~250,8,3016
3029,武夷宫,117.972069,27.64211,117.9671,27.6454,117.9785,27.6484,南平,福建省,101~250,8,3030
3060,清净寺,118.591379,24.902627,118.587,24.9056,118.598,24.9086,泉州,福建省,101~250,9,3061
3062,龙凤头海滨浴场,119.806961,25.50131,119.8026,25.5042,119.8136,25.5071,福州,福建省,101~250,16,3063
3081,梁野山,116.138746,25.136047,116.1338,25.1387,116.1451,25.1422,龙岩,福建省,101~250,8,3082
3147,关岳庙,118.592964,24.901741,118.5886,24.9047,118.5996,24.9076,泉州,福建省,101~250,10,3148
3186,长汀古城,116.354918,25.833026,116.3501,25.8359,116.3615,25.8388,龙岩,福建省,101~250,9,3187
3199,承启楼,117.009106,24.660658,117.0043,24.6635,117.0155,24.667,龙岩,福建省,101~250,10,3200
3282,东门屿,117.555853,23.733433,117.5512,23.7361,117.5625,23.7391,漳州,福建省,101~250,14,3283
3343,同安影视城,118.165147,24.744063,118.1602,24.7468,118.1716,24.75,厦门,福建省,101~250,43,3344
3362,南普陀寺放生池,118.096688,24.440293,118.0917,24.4429,118.1031,24.4465,厦门,福建省,101~250,44,3363
3422,鸳鸯溪,119.085809,27.069969,119.0808,27.0731,119.0924,27.0757,宁德,福建省,101~250,6,3423
3426,镇海角,118.101971,24.244,118.097,24.2466,118.1084,24.2502,漳州,福建省,101~250,15,3427
3429,金鸡山公园,119.323171,26.099668,119.3184,26.1028,119.3298,26.1055,福州,福建省,101~250,17,3430
3430,永泰天门山生态旅游风景区,119.017945,25.820166,119.0131,25.8231,119.0244,25.8263,福州,福建省,101~250,18,3431
3431,福建博物院,119.287718,26.094164,119.2829,26.0973,119.2941,26.1005,福州,福建省,101~250,19,3432
3436,日光岩寺,118.068208,24.442572,118.0632,24.4453,118.0746,24.4489,厦门,福建省,101~250,45,3437
3437,厦门音乐广场,118.129546,24.423769,118.1246,24.4265,118.1361,24.4295,厦门,福建省,101~250,46,3438
3438,厦门国际会展中心,118.18288,24.467151,118.1781,24.47,118.1894,24.4735,厦门,福建省,101~250,47,3439
3446,左海公园,119.285486,26.09915,119.2807,26.1023,119.2919,26.1055,福州,福建省,101~250,20,3447
3509,大王峰,117.968018,27.646259,117.963,27.6496,117.9744,27.6526,南平,福建省,101~250,9,3510
3510,厦门大桥,118.102303,24.557001,118.0973,24.5597,118.1087,24.5632,厦门,福建省,101~250,48,3511
3513,杨家溪,120.124874,27.023845,120.1204,27.0269,120.1314,27.0301,宁德,福建省,101~250,7,3514
3560,厦门海沧大桥旅游区,118.081636,24.493275,118.0766,24.496,118.088,24.4997,厦门,福建省,101~250,49,3561
3570,清水岩,118.119175,25.120506,118.1142,25.1231,118.1258,25.1263,泉州,福建省,101~250,11,3571
3653,集美大学,118.094598,24.582227,118.0896,24.5849,118.101,24.5885,厦门,福建省,101~250,50,3654
3737,青龙大瀑布,117.774274,27.664505,117.7692,27.6677,117.7809,27.6701,南平,福建省,101~250,10,3738
3749,泉州府文庙,118.589852,24.905562,118.5855,24.9086,118.5964,24.9116,泉州,福建省,101~250,12,3750
3762,书法广场,118.1195,24.427797,118.1145,24.4304,118.126,24.4336,厦门,福建省,101~250,51,3763
3763,厦门大学颂恩楼,118.097269,24.4372,118.0923,24.4398,118.1037,24.4434,厦门,福建省,101~250,52,3764
3771,万寿塔,118.676806,24.718598,118.6723,24.7215,118.6833,24.7249,泉州,福建省,101~250,13,3772
3779,闽江源生态旅游区（金铙山风景区）,116.889347,26.779409,116.8846,26.783,116.8957,26.7857,三明,福建省,101~250,9,3780
3817,惠和石文化园,118.151335,24.487278,118.1464,24.49,118.1579,24.493,厦门,福建省,101~250,53,3818
3823,裕昌楼,117.046767,24.591013,117.0419,24.5937,117.0534,24.5967,漳州,福建省,101~250,16,3824
3862,牛姆林生态旅游区,117.942933,25.422325,117.9382,25.4253,117.9494,25.4286,泉州,福建省,101~250,14,3863
3863,黄金海岸度假区,118.705117,24.671921,118.7005,24.6748,118.7116,24.678,泉州,福建省,101~250,15,3864
3879,陈嘉庚纪念胜地,118.107505,24.56992,118.1025,24.5726,118.1139,24.576,厦门,福建省,101~250,54,3880
3899,大嶝岛,118.344,24.554299,118.3392,24.557,118.3505,24.5604,厦门,福建省,101~250,55,3900
3937,华侨博物院,118.090018,24.44206,118.085,24.4447,118.0964,24.4484,厦门,福建省,101~250,56,3938
3938,百年鼓浪屿博物馆,118.071567,24.443831,118.0666,24.4465,118.078,24.4502,厦门,福建省,101~250,57,3939
3958,厦门市博物馆,118.109315,24.49106,118.1043,24.4937,118.1158,24.4971,厦门,福建省,101~250,58,3959
3987,陈嘉庚先生故居,118.102225,24.567763,118.0972,24.5705,118.1086,24.574,厦门,福建省,101~250,59,3988
4039,龙舟池,118.097991,24.564488,118.093,24.5672,118.1044,24.5707,厦门,福建省,101~250,60,4040
4063,忠仑公园,118.148406,24.482026,118.1435,24.4847,118.155,24.4877,厦门,福建省,101~250,61,4064
4076,玉女峰,117.959553,27.639131,117.9547,27.6424,117.9661,27.6454,南平,福建省,101~250,11,4077
4081,承天寺,118.594859,24.908464,118.5905,24.9115,118.6015,24.9144,泉州,福建省,101~250,16,4082
4122,水帘洞,117.980045,27.679033,117.975,27.6823,117.9864,27.6852,南平,福建省,101~250,12,4123
4136,上下杭,119.304549,26.05193,119.2997,26.055,119.311,26.058,福州,福建省,101~250,21,4137
4137,鼓岭旅游度假区,119.394937,26.096954,119.39,26.1,119.4014,26.1034,福州,福建省,101~250,22,4138
4198,鼓浪屿龙头路,118.072119,24.444757,118.0671,24.4475,118.0785,24.4512,厦门,福建省,101~250,62,4199
4236,西沙湾,118.92276,24.880181,118.9183,24.8832,118.9292,24.8866,泉州,福建省,101~250,17,4237
4247,初溪土楼群,116.902031,24.548903,116.8975,24.5519,116.9085,24.555,龙岩,福建省,101~250,11,4248
4256,天竺山森林公园,117.926597,24.590336,117.9219,24.5933,117.9331,24.5962,厦门,福建省,101~250,63,4257
4275,闽江,119.361455,26.038571,119.3566,26.0416,119.368,26.0445,福州,福建省,101~250,23,4276
4276,坛南湾,119.759823,25.439045,119.7553,25.4418,119.7662,25.4454,福州,福建省,101~250,24,4277
4288,鸿山公园,118.086598,24.447037,118.0816,24.4496,118.093,24.4533,厦门,福建省,101~250,64,4289
4301,泉州钟楼,118.590934,24.91243,118.5865,24.9154,118.5974,24.9184,泉州,福建省,101~250,18,4302
4317,情人谷,118.104086,24.437391,118.0991,24.44,118.1105,24.4435,厦门,福建省,101~250,65,4318
4326,江滨公园,119.317984,26.051833,119.3132,26.0548,119.3246,26.0576,福州,福建省,101~250,25,4327
4369,岱仙瀑布,118.44867,25.668014,118.4438,25.6708,118.4551,25.6744,泉州,福建省,101~250,19,4370
4372,北港村,119.828546,25.583535,119.8241,25.5864,119.8351,25.5892,福州,福建省,101~250,26,4373
4383,狮山,118.108546,24.436637,118.1035,24.4392,118.1149,24.4426,厦门,福建省,101~250,66,4384
4406,中华武夷茶博园,117.978053,27.639365,117.9731,27.6427,117.9845,27.6456,南平,福建省,101~250,13,4407
4421,左海海底世界,119.287368,26.097886,119.2826,26.101,119.2938,26.1042,福州,福建省,101~250,27,4422
4431,湖里公园,118.105798,24.504325,118.1008,24.5069,118.1123,24.5103,厦门,福建省,101~250,67,4432
4432,小嶝岛,118.386469,24.55641,118.3816,24.5591,118.393,24.5621,厦门,福建省,101~250,68,4433
4467,小皓村,120.150919,26.927284,120.1465,26.9305,120.1575,26.9333,宁德,福建省,101~250,8,4468
4500,长泰漂流,117.815887,24.587529,117.8111,24.5904,117.8224,24.5936,漳州,福建省,101~250,17,4501
4514,演武大桥,118.093069,24.432204,118.0881,24.4348,118.0995,24.4384,厦门,福建省,101~250,69,4515
4535,乌塔,119.300487,26.077377,119.2957,26.0805,119.307,26.0836,福州,福建省,101~250,28,4536
4572,野山谷生态乐园,118.047508,24.87197,118.0425,24.8747,118.054,24.8779,厦门,福建省,101~250,70,4573
4576,福安白云山,119.479428,27.103101,119.4745,27.1063,119.4859,27.1089,宁德,福建省,101~250,9,4577
4598,钢琴码头,118.07352,24.446263,118.0685,24.449,118.0799,24.4527,厦门,福建省,101~250,71,4599
4626,古田会议旧址景区,116.826128,25.217668,116.8215,25.2206,116.8327,25.2234,龙岩,福建省,101~250,12,4627
4632,金瓜楼,118.06788,24.444114,118.0629,24.4468,118.0743,24.4504,厦门,福建省,101~250,72,4633
4637,三都澳斗姆岛景区,119.803205,26.599653,119.7987,26.6031,119.8097,26.6055,宁德,福建省,101~250,10,4638
4725,西湖公园,118.581605,24.929147,118.5771,24.9321,118.588,24.9353,泉州,福建省,101~250,20,4726
4731,漳州东南花都,117.685824,24.3241,117.681,24.327,117.6923,24.33,漳州,福建省,101~250,18,4732
4743,天鹅洞群,116.81743,26.31814,116.8127,26.3215,116.824,26.3238,三明,福建省,101~250,10,4744
4750,宋街,117.971419,27.641592,117.9664,27.6449,117.9778,27.6479,南平,福建省,101~250,14,4751
4772,衣锦坊,119.29412,26.08357,119.2893,26.0867,119.3005,26.0898,福州,福建省,101~250,29,4773
4780,鲁迅纪念馆,118.096081,24.436329,118.0911,24.4389,118.1025,24.4425,厦门,福建省,101~250,73,4781
4781,金光湖,117.967181,24.749429,117.9625,24.7523,117.9737,24.7557,厦门,福建省,101~250,74,4782
4782,青礁慈济宫,117.973075,24.485917,117.9684,24.4888,117.9796,24.4922,厦门,福建省,101~250,75,4783
4803,青云山,118.971064,25.770743,118.9665,25.7737,118.9777,25.7763,福州,福建省,101~250,30,4804
4817,筼筜湖,118.089479,24.471213,118.0845,24.4738,118.0959,24.4775,厦门,福建省,101~250,76,4818
4874,中山路步行街,117.034146,25.097348,117.0292,25.1,117.0407,25.1032,龙岩,福建省,101~250,13,4875
4894,田中赋土楼群,117.12089,24.619385,117.1159,24.6221,117.1274,24.6258,漳州,福建省,101~250,19,4895
4899,茶亭公园,119.30654,26.066581,119.3017,26.0697,119.313,26.0727,福州,福建省,101~250,31,4900
4914,五云楼,117.010038,24.66088,117.0052,24.6637,117.0164,24.6672,龙岩,福建省,101~250,14,4915
4920,厦门双子塔,118.08874,24.435612,118.0837,24.4382,118.0951,24.4419,厦门,福建省,101~250,77,4921
4934,中国闽台缘博物馆,118.589954,24.935021,118.5856,24.938,118.5965,24.941,泉州,福建省,101~250,21,4935
4953,胡里山海滨浴场,118.104432,24.430913,118.0994,24.4335,118.1108,24.437,厦门,福建省,101~250,78,4954
4968,泉州东西塔,118.586379,24.913479,118.582,24.9165,118.5929,24.9196,泉州,福建省,101~250,22,4969
4976,石牌洋景区,119.694038,25.584277,119.6895,25.5872,119.7006,25.59,福州,福建省,101~250,32,4977
4989,明清园,117.209117,26.912376,117.204,26.9157,117.2156,26.9184,三明,福建省,101~250,11,4990
4999,鲤鱼溪,119.299086,27.120792,119.2942,27.124,119.3055,27.1269,宁德,福建省,101~250,11,5000
5057,开元寺,119.301625,26.090613,119.2968,26.0937,119.3081,26.0967,福州,福建省,51~100,33,5058
5097,东湖公园,118.605913,24.910097,118.6015,24.9131,118.6125,24.9158,泉州,福建省,51~100,23,5098
5126,厦门大学人类博物馆,118.098213,24.435161,118.0932,24.4378,118.1046,24.4414,厦门,福建省,51~100,79,5127
5148,福州学生街,119.312485,26.036422,119.3077,26.0394,119.319,26.0423,福州,福建省,51~100,34,5149
5173,九峰山,118.187376,26.628758,118.1824,26.6321,118.1938,26.6351,南平,福建省,51~100,15,5174
5224,福州动物园,119.285675,26.138939,119.2809,26.1421,119.2921,26.1453,福州,福建省,51~100,35,5225
5267,罗星塔,119.457296,25.980571,119.4525,25.9836,119.4639,25.9863,福州,福建省,51~100,36,5268
5288,北辰山,118.251403,24.801446,118.2467,24.8042,118.258,24.807,厦门,福建省,51~100,80,5289
5324,东方鱼骨艺术馆,118.068527,24.446496,118.0635,24.4492,118.0749,24.4528,厦门,福建省,51~100,81,5325
5358,万石岩,118.097511,24.45416,118.0925,24.4568,118.1039,24.4604,厦门,福建省,51~100,82,5359
5359,时空魔方,118.078957,24.454704,118.074,24.4573,118.0854,24.461,厦门,福建省,51~100,83,5360
5384,金牛山公园,119.261094,26.077777,119.2563,26.0809,119.2675,26.084,福州,福建省,51~100,37,5385
5407,番婆楼,118.067658,24.445276,118.0627,24.448,118.0741,24.4516,厦门,福建省,51~100,84,5408
5408,沙坡尾艺术西区,118.087306,24.437616,118.0823,24.4402,118.0937,24.4439,厦门,福建省,51~100,85,5409
5457,鼓浪屿食物狂想馆,118.068993,24.444862,118.064,24.4476,118.0754,24.4512,厦门,福建省,51~100,86,5458
5458,海上明珠观光塔,118.084955,24.481732,118.08,24.4843,118.0914,24.488,厦门,福建省,51~100,87,5459
5511,泉州海丝野生动物世界,118.613591,25.097831,118.6091,25.1008,118.6201,25.1035,泉州,福建省,51~100,24,5512
5532,《闽南神韵》演出,118.10814,24.489549,118.1031,24.4921,118.1146,24.4955,厦门,福建省,51~100,88,5533
5548,显应宫,119.648207,25.915118,119.6437,25.9183,119.6546,25.9214,福州,福建省,51~100,38,5549
5561,三一堂,118.067074,24.444426,118.0621,24.4471,118.0735,24.4507,厦门,福建省,51~100,89,5562
5615,火山岛地学博物馆,118.023004,24.207201,118.0181,24.2099,118.0295,24.2128,漳州,福建省,51~100,20,5616
5618,东海仙境,119.87794,25.555645,119.8737,25.5586,119.8844,25.562,福州,福建省,51~100,39,5619
5639,麒麟山公园,117.637001,26.252001,117.6321,26.2554,117.6435,26.2578,三明,福建省,51~100,12,5640
5643,上古文化艺术馆,118.169199,24.53161,118.1643,24.5343,118.1757,24.5376,厦门,福建省,51~100,90,5644
5644,林语堂故居,118.071217,24.442462,118.0662,24.4452,118.0776,24.4489,厦门,福建省,51~100,91,5645
5661,聚龙小镇,118.711014,25.056043,118.7064,25.0588,118.7175,25.0619,泉州,福建省,51~100,25,5662
5662,弘一法师纪念馆,118.58552,24.913312,118.581,24.9163,118.5919,24.9194,泉州,福建省,51~100,26,5663
5667,灵通风景区,117.14687,24.15524,117.1419,24.1578,117.1534,24.1613,漳州,福建省,51~100,21,5668
5674,鼓山涌泉寺,119.395641,26.055448,119.3907,26.0583,119.4021,26.0617,福州,福建省,51~100,40,5675
5685,梅花山中国虎园,116.859547,25.271595,116.8549,25.2746,116.8659,25.2778,龙岩,福建省,51~100,15,5686
5686,泰宁古城,117.178014,26.898672,117.1729,26.902,117.1846,26.9044,三明,福建省,51~100,13,5687
5697,华新路,118.087298,24.459584,118.0823,24.4622,118.0937,24.4659,厦门,福建省,51~100,92,5698
5727,文儒坊,119.29453,26.081307,119.2897,26.0844,119.3009,26.0875,福州,福建省,51~100,41,5728
5742,淘金山,117.758065,26.393673,117.753,26.397,117.7646,26.3995,三明,福建省,51~100,14,5743
5775,泉州少林寺,118.613918,24.917797,118.6094,24.9208,118.6204,24.9235,泉州,福建省,51~100,27,5776
5779,九侯山,117.201024,23.80769,117.1961,23.8103,117.2075,23.8136,漳州,福建省,51~100,22,5780
5914,四落大厝,118.069659,24.443412,118.0647,24.4461,118.0761,24.4497,厦门,福建省,51~100,93,5915
5937,仙公山,118.649633,25.115184,118.6451,25.1181,118.6561,25.1212,泉州,福建省,51~100,28,5938
5944,百漈沟景区,118.678164,25.774351,118.6736,25.7774,118.6846,25.7807,福州,福建省,51~100,42,5945
5945,榕城古街,119.316748,26.053345,119.3119,26.0564,119.3233,26.0592,福州,福建省,51~100,43,5946
5970,龙川大峡谷,117.798841,27.667688,117.7937,27.671,117.8053,27.6735,南平,福建省,51~100,16,5971
6000,闽江公园,119.271893,26.054611,119.2671,26.0577,119.2783,26.0609,福州,福建省,51~100,44,6001
6057,泉州中山街,118.588334,24.894981,118.5839,24.898,118.5948,24.901,泉州,福建省,51~100,29,6058
